col_i,col_j,table_i,table_j,P_stat,P_stat_norm,P_name,P_sem,Sim_attr,weight
customer.c_comment,region.r_comment,customer,region,0.188854,0.058932969185122676,0.888889,0.04053,0.912369,0.912369
nation.n_comment,orders.o_comment,nation,orders,0.20828,0.06499496342082958,0.888889,0.050228,0.909641,0.909641
lineitem.l_comment,orders.o_comment,lineitem,orders,0.212647,0.06635771070937752,0.888889,0.082882,0.909028,0.909028
part.p_comment,supplier.s_comment,part,supplier,0.213035,0.0664787883251221,0.888889,0.060972,0.908973,0.908973
customer.c_name,supplier.s_name,customer,supplier,0.0,0.0,0.833333,0.07265,0.908333,0.908333
nation.n_comment,region.r_comment,nation,region,0.221029,0.06897336167631335,0.888889,0.07452,0.907851,0.907851
orders.o_comment,region.r_comment,orders,region,0.224999,0.07021222284772055,0.888889,0.044608,0.907293,0.907293
nation.n_name,region.r_name,nation,region,0.012323,0.0038454625227332586,0.833333,0.118863,0.906603,0.906603
customer.c_comment,supplier.s_comment,customer,supplier,0.233596,0.07289496579245298,0.888889,0.053475,0.906086,0.906086
region.r_comment,supplier.s_comment,region,supplier,0.295963,0.09235694430055208,0.888889,0.037446,0.897328,0.897328
nation.n_comment,supplier.s_comment,nation,supplier,0.300325,0.09371813131054661,0.888889,0.042237,0.896716,0.896716
orders.o_comment,part.p_comment,orders,part,0.30508,0.09520195621483912,0.888889,0.067498,0.896048,0.896048
customer.c_name,nation.n_name,customer,nation,0.089683,0.027986092301086327,0.833333,0.053033,0.895739,0.895739
nation.n_name,supplier.s_name,nation,supplier,0.089683,0.027986092301086327,0.833333,0.040262,0.895739,0.895739
region.r_name,supplier.s_name,region,supplier,0.095441,0.029782909083192803,0.833333,0.043954,0.894931,0.894931
customer.c_name,region.r_name,customer,region,0.095441,0.029782909083192803,0.833333,0.059432,0.894931,0.894931
part.p_name,supplier.s_name,part,supplier,0.126184,0.03937643779668696,0.833333,0.062715,0.890614,0.890614
customer.c_name,part.p_name,customer,part,0.126184,0.03937643779668696,0.833333,0.049991,0.890614,0.890614
customer.c_comment,lineitem.l_comment,customer,lineitem,0.354198,0.1105295086121135,0.888889,0.051261,0.889151,0.889151
part.p_name,region.r_name,part,region,0.19493,0.060829019683226,0.833333,0.037844,0.88096,0.88096
lineitem.l_comment,region.r_comment,lineitem,region,0.416565,0.1299914871202126,0.888889,0.038294,0.880393,0.880393
nation.n_name,part.p_name,nation,part,0.200226,0.06248166672699743,0.833333,0.031284,0.880216,0.880216
lineitem.l_comment,nation.n_comment,lineitem,nation,0.420928,0.13135298618591779,0.888889,0.043193,0.87978,0.87978
customer.c_comment,part.p_comment,customer,part,0.446631,0.1393737541175751,0.888889,0.055702,0.876171,0.876171
lineitem.l_partkey,partsupp.ps_partkey,lineitem,partsupp,0.117181,0.03656700023341767,0.8,0.1276,0.873545,0.873545
lineitem.l_suppkey,partsupp.ps_suppkey,lineitem,partsupp,0.130234,0.040640263424948725,0.8,0.130834,0.871712,0.871712
part.p_comment,region.r_comment,part,region,0.508998,0.15883573262567416,0.888889,0.037594,0.867413,0.867413
nation.n_comment,part.p_comment,nation,part,0.51336,0.16019691963566873,0.888889,0.042403,0.8668,0.8668
nation.n_nationkey,nation.n_regionkey,nation,nation,0.0,0.0,0.727273,0.150223,0.85,0.85
partsupp.ps_comment,supplier.s_comment,partsupp,supplier,0.770017,0.24028820217215735,0.9,0.037707,0.83687,0.83687
lineitem.l_shipdate,lineitem.l_shipmode,lineitem,lineitem,0.048957,0.015277311427854592,0.7,0.130971,0.828125,0.828125
nation.n_comment,partsupp.ps_comment,nation,partsupp,0.469692,0.14657007086161078,0.8,0.03267,0.824043,0.824043
partsupp.ps_comment,region.r_comment,partsupp,region,0.474054,0.1479312578716053,0.8,0.028964,0.823431,0.823431
customer.c_comment,partsupp.ps_comment,customer,partsupp,0.536421,0.1673932363797044,0.8,0.037031,0.814673,0.814673
part.p_comment,partsupp.ps_comment,part,partsupp,0.983052,0.3067669904972795,0.9,0.042109,0.806955,0.806955
nation.n_nationkey,region.r_regionkey,nation,region,0.0,0.0,0.636364,0.16616,0.8,0.8
customer.c_nationkey,nation.n_regionkey,customer,nation,0.023749,0.007411011072984837,0.636364,0.10837,0.796665,0.796665
customer.c_nationkey,region.r_regionkey,customer,region,0.023749,0.007411011072984837,0.636364,0.119867,0.796665,0.796665
nation.n_regionkey,supplier.s_nationkey,nation,supplier,0.027579,0.008606184444896577,0.636364,0.095049,0.796127,0.796127
region.r_regionkey,supplier.s_nationkey,region,supplier,0.027579,0.008606184444896577,0.636364,0.105133,0.796127,0.796127
orders.o_comment,partsupp.ps_comment,orders,partsupp,0.677972,0.21156503428244036,0.8,0.049807,0.794796,0.794796
lineitem.l_shipdate,lineitem.l_receiptdate,lineitem,lineitem,0.0,0.0,0.615385,0.084781,0.788462,0.788462
lineitem.l_commitdate,lineitem.l_receiptdate,lineitem,lineitem,0.0,0.0,0.615385,0.087127,0.788462,0.788462
lineitem.l_shipdate,lineitem.l_commitdate,lineitem,lineitem,0.0,0.0,0.583333,0.085998,0.770833,0.770833
lineitem.l_comment,partsupp.ps_comment,lineitem,partsupp,0.890619,0.2779227449918179,0.8,0.038657,0.764935,0.764935
partsupp.ps_partkey,partsupp.ps_suppkey,partsupp,partsupp,0.126181,0.039375501629554915,0.6,0.11662,0.762281,0.762281
orders.o_orderkey,orders.o_orderdate,orders,orders,0.272169,0.08493189072058656,0.636364,0.176206,0.761781,0.761781
customer.c_custkey,part.p_partkey,customer,part,0.0,0.0,0.555556,0.09998,0.755556,0.755556
customer.c_custkey,supplier.s_suppkey,customer,supplier,0.0,0.0,0.555556,0.111903,0.755556,0.755556
customer.c_custkey,lineitem.l_suppkey,customer,lineitem,0.004905,0.0015306332608948008,0.555556,0.115968,0.754867,0.754867
orders.o_custkey,part.p_partkey,orders,part,0.013638,0.004255815782279979,0.555556,0.113879,0.753641,0.753641
orders.o_custkey,supplier.s_suppkey,orders,supplier,0.013638,0.004255815782279979,0.555556,0.127461,0.753641,0.753641
orders.o_orderstatus,orders.o_orderdate,orders,orders,0.552559,0.17242919143868915,0.692308,0.173089,0.753176,0.753176
lineitem.l_suppkey,orders.o_custkey,lineitem,orders,0.017192,0.00536486177804351,0.555556,0.138061,0.753142,0.753142
lineitem.l_commitdate,lineitem.l_comment,lineitem,lineitem,0.138917,0.04334984316079981,0.583333,0.069273,0.751326,0.751326
lineitem.l_partkey,orders.o_custkey,lineitem,orders,0.110125,0.034365135138846065,0.555556,0.128446,0.740091,0.740091
customer.c_custkey,lineitem.l_partkey,customer,lineitem,0.117181,0.03656700023341767,0.555556,0.110405,0.739101,0.739101
lineitem.l_partkey,lineitem.l_suppkey,lineitem,lineitem,0.120751,0.03768103912055211,0.555556,0.139554,0.738599,0.738599
lineitem.l_linestatus,orders.o_orderstatus,lineitem,orders,0.367026,0.11453255926874113,0.615385,0.163305,0.736922,0.736922
orders.o_orderdate,orders.o_orderpriority,orders,orders,0.048187,0.015037028530629515,0.533333,0.154322,0.736566,0.736566
partsupp.ps_suppkey,partsupp.ps_supplycost,partsupp,partsupp,0.133741,0.04173464280231021,0.538462,0.109696,0.727374,0.727374
partsupp.ps_partkey,supplier.s_suppkey,partsupp,supplier,0.0,0.0,0.5,0.117019,0.725,0.725
lineitem.l_commitdate,orders.o_orderdate,lineitem,orders,0.0,0.0,0.5,0.103368,0.725,0.725
customer.c_custkey,partsupp.ps_partkey,customer,partsupp,0.0,0.0,0.5,0.109524,0.725,0.725
lineitem.l_orderkey,lineitem.l_suppkey,lineitem,lineitem,0.004905,0.0015306332608948008,0.5,0.142257,0.724311,0.724311
orders.o_custkey,partsupp.ps_partkey,orders,partsupp,0.013638,0.004255815782279979,0.5,0.124751,0.723085,0.723085
orders.o_orderkey,orders.o_custkey,orders,orders,0.013638,0.004255815782279979,0.5,0.19022,0.723085,0.723085
lineitem.l_commitdate,part.p_comment,lineitem,part,0.046484,0.014505597655338211,0.5,0.063706,0.718472,0.718472
lineitem.l_orderkey,orders.o_orderdate,lineitem,orders,0.272169,0.08493189072058656,0.545455,0.152413,0.711781,0.711781
part.p_name,part.p_type,part,part,0.103002,0.032142362311658776,0.5,0.076231,0.710536,0.710536
lineitem.l_orderkey,lineitem.l_partkey,lineitem,lineitem,0.117181,0.03656700023341767,0.5,0.13235,0.708545,0.708545
part.p_partkey,partsupp.ps_suppkey,part,partsupp,0.126181,0.039375501629554915,0.5,0.126057,0.707281,0.707281
customer.c_custkey,partsupp.ps_suppkey,customer,partsupp,0.126181,0.039375501629554915,0.5,0.111522,0.707281,0.707281
lineitem.l_partkey,lineitem.l_quantity,lineitem,lineitem,0.131414,0.04100848916355339,0.5,0.132854,0.706546,0.706546
orders.o_custkey,partsupp.ps_suppkey,orders,partsupp,0.133337,0.04160857229519472,0.5,0.127026,0.706276,0.706276
orders.o_orderkey,orders.o_orderpriority,orders,orders,0.265645,0.08289603926409775,0.533333,0.183154,0.70603,0.70603
lineitem.l_receiptdate,orders.o_orderdate,lineitem,orders,0.0,0.0,0.461538,0.103015,0.703846,0.703846
partsupp.ps_supplycost,supplier.s_suppkey,partsupp,supplier,0.008465,0.002641551590922424,0.461538,0.110072,0.702657,0.702657
lineitem.l_shipdate,orders.o_orderdate,lineitem,orders,0.0,0.0,0.454545,0.109614,0.7,0.7
part.p_type,part.p_size,part,part,0.181358,0.05659379957785103,0.5,0.092397,0.699533,0.699533
customer.c_nationkey,lineitem.l_partkey,customer,lineitem,0.024154,0.007537393635811013,0.454545,0.114825,0.696608,0.696608
part.p_partkey,supplier.s_suppkey,part,supplier,0.0,0.0,0.444444,0.106821,0.694444,0.694444
part.p_partkey,supplier.s_nationkey,part,supplier,0.041882,0.013069517274780031,0.454545,0.102115,0.694118,0.694118
supplier.s_suppkey,supplier.s_nationkey,supplier,supplier,0.041882,0.013069517274780031,0.454545,0.114293,0.694118,0.694118
partsupp.ps_partkey,supplier.s_nationkey,partsupp,supplier,0.041882,0.013069517274780031,0.454545,0.111863,0.694118,0.694118
lineitem.l_suppkey,part.p_partkey,lineitem,part,0.004905,0.0015306332608948008,0.444444,0.110701,0.693755,0.693755
lineitem.l_partkey,nation.n_nationkey,lineitem,nation,0.047904,0.014948716764506534,0.454545,0.093579,0.693273,0.693273
part.p_name,part.p_size,part,part,0.226358,0.07063630655853728,0.5,0.081013,0.693214,0.693214
orders.o_orderkey,orders.o_clerk,orders,orders,0.237217,0.07402491952083222,0.5,0.165718,0.691689,0.691689
part.p_container,part.p_comment,part,part,0.05974,0.018642208156137697,0.454545,0.087225,0.691611,0.691611
nation.n_nationkey,part.p_partkey,nation,part,0.069301,0.021625772805967503,0.454545,0.084743,0.690268,0.690268
lineitem.l_partkey,supplier.s_nationkey,lineitem,supplier,0.075299,0.023497482958637638,0.454545,0.112763,0.689426,0.689426
lineitem.l_commitdate,supplier.s_comment,lineitem,supplier,0.259519,0.08098438598046032,0.5,0.061837,0.688557,0.688557
partsupp.ps_partkey,partsupp.ps_availqty,partsupp,partsupp,0.092936,0.029001209527934602,0.454545,0.11429,0.686949,0.686949
customer.c_nationkey,part.p_partkey,customer,part,0.093027,0.029029606597606655,0.454545,0.103982,0.686936,0.686936
customer.c_custkey,customer.c_nationkey,customer,customer,0.093027,0.029029606597606655,0.454545,0.164645,0.686936,0.686936
lineitem.l_shipdate,lineitem.l_shipinstruct,lineitem,lineitem,0.289355,0.09029488016436597,0.5,0.121391,0.684367,0.684367
customer.c_name,customer.c_phone,customer,customer,0.020971,0.0065441203087104735,0.428571,0.119044,0.682769,0.682769
supplier.s_name,supplier.s_phone,supplier,supplier,0.020971,0.0065441203087104735,0.428571,0.068352,0.682769,0.682769
lineitem.l_partkey,supplier.s_suppkey,lineitem,supplier,0.117181,0.03656700023341767,0.444444,0.121214,0.677989,0.677989
lineitem.l_commitdate,orders.o_comment,lineitem,orders,0.351564,0.10970755387017732,0.5,0.087666,0.675632,0.675632
part.p_name,part.p_comment,part,part,0.135623,0.04232193164981357,0.444444,0.071987,0.675399,0.675399
part.p_name,part.p_container,part,part,0.195362,0.0609638277502406,0.454545,0.080988,0.672566,0.672566
customer.c_mktsegment,part.p_comment,customer,part,0.051905,0.016197251662944882,0.416667,0.084297,0.671878,0.671878
supplier.s_name,supplier.s_nationkey,supplier,supplier,0.20966,0.06542560030157064,0.454545,0.103544,0.670558,0.670558
orders.o_orderkey,part.p_partkey,orders,part,0.0,0.0,0.4,0.114583,0.67,0.67
customer.c_custkey,lineitem.l_orderkey,customer,lineitem,0.0,0.0,0.4,0.114385,0.67,0.67
orders.o_orderkey,supplier.s_suppkey,orders,supplier,0.0,0.0,0.4,0.134258,0.67,0.67
lineitem.l_orderkey,part.p_partkey,lineitem,part,0.0,0.0,0.4,0.10919,0.67,0.67
customer.c_custkey,orders.o_orderkey,customer,orders,0.0,0.0,0.4,0.120035,0.67,0.67
lineitem.l_orderkey,supplier.s_suppkey,lineitem,supplier,0.0,0.0,0.4,0.123562,0.67,0.67
lineitem.l_orderkey,orders.o_orderpriority,lineitem,orders,0.265645,0.08289603926409775,0.466667,0.158423,0.669364,0.669364
lineitem.l_suppkey,partsupp.ps_partkey,lineitem,partsupp,0.004905,0.0015306332608948008,0.4,0.121269,0.669311,0.669311
lineitem.l_suppkey,orders.o_orderkey,lineitem,orders,0.004905,0.0015306332608948008,0.4,0.14897,0.669311,0.669311
supplier.s_nationkey,supplier.s_phone,supplier,supplier,0.220917,0.06893841143671697,0.454545,0.088775,0.668977,0.668977
lineitem.l_suppkey,lineitem.l_quantity,lineitem,lineitem,0.010678,0.0033321308786615055,0.4,0.1428,0.668501,0.668501
lineitem.l_orderkey,orders.o_custkey,lineitem,orders,0.013638,0.004255815782279979,0.4,0.164535,0.668085,0.668085
lineitem.l_quantity,part.p_partkey,lineitem,part,0.014703,0.00458815511415622,0.4,0.105623,0.667935,0.667935
customer.c_custkey,lineitem.l_quantity,customer,lineitem,0.014703,0.00458815511415622,0.4,0.110648,0.667935,0.667935
lineitem.l_partkey,partsupp.ps_suppkey,lineitem,partsupp,0.026834,0.00837370294043855,0.4,0.121722,0.666232,0.666232
lineitem.l_quantity,orders.o_custkey,lineitem,orders,0.02787,0.008696992656705016,0.4,0.131433,0.666086,0.666086
supplier.s_name,supplier.s_comment,supplier,supplier,0.203596,0.06353329447199549,0.444444,0.071631,0.665854,0.665854
customer.c_name,customer.c_nationkey,customer,customer,0.260835,0.08139505129571771,0.454545,0.143543,0.663372,0.663372
orders.o_custkey,orders.o_clerk,orders,orders,0.22358,0.06976941579426292,0.444444,0.150736,0.663048,0.663048
customer.c_nationkey,customer.c_phone,customer,customer,0.272092,0.08490786243086405,0.454545,0.124333,0.661791,0.661791
lineitem.l_suppkey,partsupp.ps_supplycost,lineitem,partsupp,0.011168,0.003485038176895645,0.384615,0.123345,0.65997,0.65997
part.p_partkey,part.p_name,part,part,0.247778,0.07732053988134394,0.444444,0.106384,0.65965,0.65965
customer.c_mktsegment,lineitem.l_comment,customer,lineitem,0.144338,0.045041497168406476,0.416667,0.077577,0.658898,0.658898
customer.c_phone,lineitem.l_shipmode,customer,lineitem,0.083909,0.02618428262760894,0.4,0.09347,0.658217,0.658217
lineitem.l_shipmode,supplier.s_phone,lineitem,supplier,0.083909,0.02618428262760894,0.4,0.110918,0.658217,0.658217
part.p_name,part.p_brand,part,part,0.196088,0.061190380196195666,0.428571,0.078257,0.658178,0.658178
nation.n_nationkey,nation.n_name,nation,nation,0.301567,0.09410570450321354,0.454545,0.101871,0.657652,0.657652
part.p_size,partsupp.ps_suppkey,part,partsupp,0.089375,0.027889979142196295,0.4,0.108515,0.65745,0.65745
customer.c_comment,lineitem.l_commitdate,customer,lineitem,0.493115,0.15387935177291331,0.5,0.055505,0.655754,0.655754
customer.c_mktsegment,customer.c_comment,customer,customer,0.498536,0.15557100578051997,0.5,0.137827,0.654993,0.654993
lineitem.l_receiptdate,lineitem.l_shipmode,lineitem,lineitem,0.048957,0.015277311427854592,0.384615,0.109798,0.654663,0.654663
lineitem.l_partkey,orders.o_orderkey,lineitem,orders,0.117181,0.03656700023341767,0.4,0.13829,0.653545,0.653545
orders.o_clerk,orders.o_comment,orders,orders,0.316612,0.09880058267042298,0.444444,0.118421,0.649984,0.649984
nation.n_name,part.p_container,nation,part,0.007058,0.0022024892059929672,0.363636,0.05367,0.649009,0.649009
part.p_brand,part.p_container,part,part,0.015595,0.004866508808084489,0.363636,0.094823,0.64781,0.64781
part.p_container,region.r_name,part,region,0.018565,0.0057933142688097825,0.363636,0.058592,0.647393,0.647393
lineitem.l_commitdate,region.r_comment,lineitem,region,0.555482,0.1733413302810124,0.5,0.043894,0.646996,0.646996
lineitem.l_shipinstruct,lineitem.l_shipmode,lineitem,lineitem,0.278892,0.08702984126350108,0.428571,0.158082,0.646551,0.646551
lineitem.l_commitdate,nation.n_comment,lineitem,nation,0.559845,0.1747028293467176,0.5,0.049509,0.646384,0.646384
orders.o_orderdate,orders.o_clerk,orders,orders,0.034952,0.010906971199754348,0.363636,0.139631,0.645092,0.645092
lineitem.l_discount,lineitem.l_comment,lineitem,lineitem,0.180367,0.05628455236856525,0.4,0.073446,0.644672,0.644672
orders.o_orderkey,orders.o_orderstatus,orders,orders,0.722892,0.22558257680627206,0.538462,0.205427,0.644642,0.644642
orders.o_orderkey,supplier.s_nationkey,orders,supplier,0.041882,0.013069517274780031,0.363636,0.122598,0.644119,0.644119
lineitem.l_orderkey,supplier.s_nationkey,lineitem,supplier,0.041882,0.013069517274780031,0.363636,0.116828,0.644119,0.644119
customer.c_custkey,supplier.s_nationkey,customer,supplier,0.041882,0.013069517274780031,0.363636,0.106973,0.644119,0.644119
lineitem.l_suppkey,supplier.s_nationkey,lineitem,supplier,0.046627,0.014550221621965726,0.363636,0.118882,0.643452,0.643452
lineitem.l_partkey,nation.n_regionkey,lineitem,nation,0.047904,0.014948716764506534,0.363636,0.09202,0.643273,0.643273
lineitem.l_partkey,region.r_regionkey,lineitem,region,0.047904,0.014948716764506534,0.363636,0.091915,0.643273,0.643273
orders.o_custkey,supplier.s_nationkey,orders,supplier,0.049783,0.015535069444877855,0.363636,0.121845,0.643009,0.643009
customer.c_mktsegment,supplier.s_comment,customer,supplier,0.26494,0.08267603998806698,0.416667,0.080927,0.641963,0.641963
nation.n_regionkey,supplier.s_suppkey,nation,supplier,0.069301,0.021625772805967503,0.363636,0.09304,0.640268,0.640268
lineitem.l_orderkey,region.r_regionkey,lineitem,region,0.069301,0.021625772805967503,0.363636,0.095228,0.640268,0.640268
nation.n_nationkey,partsupp.ps_partkey,nation,partsupp,0.069301,0.021625772805967503,0.363636,0.092832,0.640268,0.640268
nation.n_nationkey,supplier.s_suppkey,nation,supplier,0.069301,0.021625772805967503,0.363636,0.094849,0.640268,0.640268
customer.c_custkey,region.r_regionkey,customer,region,0.069301,0.021625772805967503,0.363636,0.087195,0.640268,0.640268
nation.n_regionkey,orders.o_orderkey,nation,orders,0.069301,0.021625772805967503,0.363636,0.099801,0.640268,0.640268
lineitem.l_orderkey,nation.n_regionkey,lineitem,nation,0.069301,0.021625772805967503,0.363636,0.095104,0.640268,0.640268
region.r_regionkey,supplier.s_suppkey,region,supplier,0.069301,0.021625772805967503,0.363636,0.093162,0.640268,0.640268
nation.n_regionkey,part.p_partkey,nation,part,0.069301,0.021625772805967503,0.363636,0.083126,0.640268,0.640268
customer.c_custkey,nation.n_regionkey,customer,nation,0.069301,0.021625772805967503,0.363636,0.087081,0.640268,0.640268
part.p_partkey,region.r_regionkey,part,region,0.069301,0.021625772805967503,0.363636,0.084586,0.640268,0.640268
orders.o_orderkey,region.r_regionkey,orders,region,0.069301,0.021625772805967503,0.363636,0.099931,0.640268,0.640268
nation.n_nationkey,orders.o_orderkey,nation,orders,0.069301,0.021625772805967503,0.363636,0.101741,0.640268,0.640268
lineitem.l_orderkey,nation.n_nationkey,lineitem,nation,0.069301,0.021625772805967503,0.363636,0.096953,0.640268,0.640268
customer.c_custkey,nation.n_nationkey,customer,nation,0.069301,0.021625772805967503,0.363636,0.088774,0.640268,0.640268
lineitem.l_suppkey,nation.n_regionkey,lineitem,nation,0.074206,0.0231564060668623,0.363636,0.098909,0.639579,0.639579
lineitem.l_suppkey,nation.n_nationkey,lineitem,nation,0.074206,0.0231564060668623,0.363636,0.098294,0.639579,0.639579
lineitem.l_suppkey,region.r_regionkey,lineitem,region,0.074206,0.0231564060668623,0.363636,0.096545,0.639579,0.639579
nation.n_regionkey,orders.o_custkey,nation,orders,0.077362,0.024141253889774433,0.363636,0.099188,0.639136,0.639136
nation.n_nationkey,orders.o_custkey,nation,orders,0.077362,0.024141253889774433,0.363636,0.101116,0.639136,0.639136
orders.o_custkey,region.r_regionkey,orders,region,0.077362,0.024141253889774433,0.363636,0.099317,0.639136,0.639136
lineitem.l_quantity,partsupp.ps_availqty,lineitem,partsupp,0.078234,0.024413366469489065,0.363636,0.126179,0.639014,0.639014
part.p_container,supplier.s_name,part,supplier,0.082625,0.02578360309509336,0.363636,0.075991,0.638397,0.638397
customer.c_name,part.p_container,customer,part,0.082625,0.02578360309509336,0.363636,0.072798,0.638397,0.638397
partsupp.ps_partkey,supplier.s_name,partsupp,supplier,0.22596,0.07051210838568588,0.4,0.10516,0.63827,0.63827
partsupp.ps_suppkey,supplier.s_nationkey,partsupp,supplier,0.084299,0.026305984354774888,0.363636,0.113903,0.638162,0.638162
part.p_type,part.p_container,part,part,0.09236,0.028821465438581818,0.363636,0.092368,0.63703,0.63703
part.p_partkey,partsupp.ps_availqty,part,partsupp,0.092936,0.029001209527934602,0.363636,0.126543,0.636949,0.636949
customer.c_nationkey,partsupp.ps_partkey,customer,partsupp,0.093027,0.029029606597606655,0.363636,0.113908,0.636936,0.636936
customer.c_nationkey,supplier.s_suppkey,customer,supplier,0.093027,0.029029606597606655,0.363636,0.116383,0.636936,0.636936
customer.c_nationkey,orders.o_orderkey,customer,orders,0.093027,0.029029606597606655,0.363636,0.124839,0.636936,0.636936
customer.c_nationkey,lineitem.l_orderkey,customer,lineitem,0.093027,0.029029606597606655,0.363636,0.118964,0.636936,0.636936
lineitem.l_orderkey,orders.o_clerk,lineitem,orders,0.237217,0.07402491952083222,0.4,0.143341,0.636689,0.636689
partsupp.ps_partkey,supplier.s_phone,partsupp,supplier,0.237217,0.07402491952083222,0.4,0.090893,0.636689,0.636689
customer.c_nationkey,lineitem.l_suppkey,customer,lineitem,0.097803,0.03051998467182349,0.363636,0.12061,0.636266,0.636266
lineitem.l_discount,lineitem.l_shipinstruct,lineitem,lineitem,0.353495,0.11031013344750411,0.428571,0.106692,0.636074,0.636074
customer.c_nationkey,orders.o_custkey,customer,orders,0.100958,0.031504520439024936,0.363636,0.125291,0.635823,0.635823
part.p_name,partsupp.ps_partkey,part,partsupp,0.247778,0.07732053988134394,0.4,0.094878,0.635206,0.635206
lineitem.l_shipdate,part.p_size,lineitem,part,0.250749,0.0782476573977799,0.4,0.099866,0.634789,0.634789
lineitem.l_orderkey,lineitem.l_linenumber,lineitem,lineitem,0.0,0.0,0.333333,0.125048,0.633333,0.633333
customer.c_name,customer.c_comment,customer,customer,0.437192,0.1364282602644485,0.444444,0.111879,0.633051,0.633051
part.p_type,partsupp.ps_suppkey,part,partsupp,0.270032,0.0842650276668593,0.4,0.090328,0.632081,0.632081
lineitem.l_suppkey,lineitem.l_shipdate,lineitem,lineitem,0.275724,0.08604124877206078,0.4,0.113639,0.631281,0.631281
orders.o_orderpriority,region.r_regionkey,orders,region,0.276923,0.08641540356916838,0.4,0.089818,0.631113,0.631113
nation.n_regionkey,orders.o_orderpriority,nation,orders,0.276923,0.08641540356916838,0.4,0.089701,0.631113,0.631113
lineitem.l_shipmode,part.p_size,lineitem,part,0.282449,0.08813982342639666,0.4,0.130051,0.630337,0.630337
lineitem.l_extendedprice,part.p_retailprice,lineitem,part,0.544154,0.16980636319040765,0.466667,0.094691,0.630254,0.630254
part.p_type,supplier.s_name,part,supplier,0.023182,0.007234075485028191,0.333333,0.071527,0.630078,0.630078
customer.c_name,part.p_type,customer,part,0.023182,0.007234075485028191,0.333333,0.06532,0.630078,0.630078
part.p_mfgr,part.p_comment,part,part,0.02555,0.007973023407922969,0.333333,0.101011,0.629745,0.629745
orders.o_clerk,part.p_comment,orders,part,0.025587,0.0079845694692182,0.333333,0.074851,0.62974,0.62974
lineitem.l_commitdate,part.p_container,lineitem,part,0.026702,0.008332511586628536,0.333333,0.080636,0.629584,0.629584
customer.c_mktsegment,orders.o_comment,customer,orders,0.356985,0.111399207877784,0.416667,0.090219,0.629037,0.629037
lineitem.l_comment,part.p_container,lineitem,part,0.152172,0.04748614160588861,0.363636,0.070348,0.628631,0.628631
part.p_type,part.p_comment,part,part,0.033593,0.010482887488937625,0.333333,0.082102,0.628616,0.628616
part.p_comment,supplier.s_name,part,supplier,0.034671,0.010819283545052731,0.333333,0.067545,0.628464,0.628464
customer.c_name,part.p_comment,customer,part,0.034671,0.010819283545052731,0.333333,0.068427,0.628464,0.628464
customer.c_custkey,part.p_size,customer,part,0.036806,0.011485522487358622,0.333333,0.101913,0.628165,0.628165
part.p_partkey,part.p_size,part,part,0.036806,0.011485522487358622,0.333333,0.128945,0.628165,0.628165
part.p_size,supplier.s_suppkey,part,supplier,0.036806,0.011485522487358622,0.333333,0.108887,0.628165,0.628165
orders.o_orderstatus,orders.o_orderpriority,orders,orders,0.559084,0.17446535495088866,0.466667,0.179914,0.628157,0.628157
