col_i,col_j,table_i,table_j,domain_i,domain_j,type_i,type_j,P_stat,P_name,P_sem,same_domain
customer.c_custkey,lineitem.l_linestatus,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,numeric,nominal,1.089918,0.25,0.112799,0
customer.c_custkey,lineitem.l_shipdate,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,numeric,nominal,0.272169,0.1,0.102633,0
customer.c_custkey,lineitem.l_commitdate,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,numeric,nominal,0.272169,0.25,0.085372,0
customer.c_custkey,lineitem.l_receiptdate,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,numeric,nominal,0.272169,0.230769,0.088495,0
customer.c_custkey,lineitem.l_shipinstruct,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,numeric,nominal,0.372053,0.214286,0.123878,0
customer.c_custkey,lineitem.l_shipmode,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,numeric,nominal,0.303869,0.1,0.133654,0
customer.c_custkey,lineitem.l_comment,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,numeric,nominal,0.198925,0.222222,0.073072,0
customer.c_custkey,nation.n_nationkey,customer,nation,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Represents geographical regions and their respective nations in a business context.,numeric,numeric,0.069301,0.363636,0.088774,0
customer.c_custkey,nation.n_name,customer,nation,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Represents geographical regions and their respective nations in a business context.,numeric,nominal,0.290289,0.222222,0.060829,0
customer.c_custkey,nation.n_regionkey,customer,nation,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Represents geographical regions and their respective nations in a business context.,numeric,numeric,0.069301,0.363636,0.087081,0
customer.c_custkey,nation.n_comment,customer,nation,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Represents geographical regions and their respective nations in a business context.,numeric,nominal,0.605329,0.222222,0.061909,0
customer.c_custkey,orders.o_orderkey,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",numeric,numeric,0.0,0.4,0.120035,0
customer.c_custkey,orders.o_custkey,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",numeric,numeric,0.013638,0.888889,0.137597,0
customer.c_custkey,orders.o_orderstatus,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",numeric,nominal,0.722892,0.230769,0.106519,0
customer.c_custkey,orders.o_totalprice,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",numeric,numeric,1.550326,0.083333,0.096349,0
customer.c_custkey,orders.o_orderdate,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",numeric,nominal,0.272169,0.090909,0.092301,0
customer.c_custkey,orders.o_orderpriority,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",numeric,nominal,0.265645,0.133333,0.107887,0
customer.c_custkey,orders.o_clerk,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",numeric,nominal,0.237217,0.333333,0.120038,0
customer.c_custkey,orders.o_shippriority,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",numeric,nominal,1.864287,0.142857,0.129398,0
customer.c_custkey,orders.o_comment,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",numeric,nominal,0.397049,0.222222,0.083999,0
customer.c_custkey,part.p_partkey,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,numeric,numeric,0.0,0.555556,0.09998,0
customer.c_custkey,part.p_name,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,numeric,nominal,0.247778,0.222222,0.058775,0
customer.c_custkey,part.p_mfgr,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,numeric,nominal,0.244208,0.111111,0.087662,0
customer.c_custkey,part.p_brand,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,numeric,nominal,0.28615,0.111111,0.0846,0
customer.c_custkey,part.p_type,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,numeric,nominal,0.202778,0.222222,0.07946,0
customer.c_custkey,part.p_size,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,numeric,numeric,0.036806,0.333333,0.101913,0
customer.c_custkey,part.p_container,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,numeric,nominal,0.285425,0.363636,0.100832,0
customer.c_custkey,part.p_retailprice,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,numeric,numeric,0.148875,0.076923,0.093226,0
customer.c_custkey,part.p_comment,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,numeric,nominal,0.225685,0.222222,0.078486,0
customer.c_custkey,partsupp.ps_partkey,customer,partsupp,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks relationships between parts and suppliers, including quantity available and supply cost.",numeric,numeric,0.0,0.5,0.109524,0
customer.c_custkey,partsupp.ps_suppkey,customer,partsupp,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks relationships between parts and suppliers, including quantity available and supply cost.",numeric,numeric,0.126181,0.5,0.111522,0
customer.c_custkey,partsupp.ps_availqty,customer,partsupp,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks relationships between parts and suppliers, including quantity available and supply cost.",numeric,numeric,0.092936,0.181818,0.109293,0
customer.c_custkey,partsupp.ps_supplycost,customer,partsupp,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks relationships between parts and suppliers, including quantity available and supply cost.",numeric,numeric,0.008465,0.153846,0.103022,0
customer.c_custkey,partsupp.ps_comment,customer,partsupp,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks relationships between parts and suppliers, including quantity available and supply cost.",numeric,nominal,1.075021,0.2,0.05527,0
customer.c_custkey,region.r_regionkey,customer,region,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Captures geographical regions and their associated names and comments in a business context.,numeric,numeric,0.069301,0.363636,0.087195,0
customer.c_custkey,region.r_name,customer,region,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Captures geographical regions and their associated names and comments in a business context.,numeric,nominal,0.284993,0.222222,0.068169,0
customer.c_custkey,region.r_comment,customer,region,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Captures geographical regions and their associated names and comments in a business context.,numeric,nominal,0.600967,0.222222,0.057108,0
customer.c_custkey,supplier.s_suppkey,customer,supplier,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about suppliers in a business context.,numeric,numeric,0.0,0.555556,0.111903,0
customer.c_custkey,supplier.s_name,customer,supplier,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about suppliers in a business context.,numeric,nominal,0.22596,0.222222,0.08333,0
customer.c_custkey,supplier.s_address,customer,supplier,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about suppliers in a business context.,numeric,nominal,0.178726,0.111111,0.079088,0
customer.c_custkey,supplier.s_nationkey,customer,supplier,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about suppliers in a business context.,numeric,numeric,0.041882,0.363636,0.106973,0
customer.c_custkey,supplier.s_phone,customer,supplier,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about suppliers in a business context.,numeric,nominal,0.237217,0.222222,0.103851,0
customer.c_custkey,supplier.s_acctbal,customer,supplier,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about suppliers in a business context.,numeric,numeric,0.068237,0.222222,0.107277,0
customer.c_custkey,supplier.s_comment,customer,supplier,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about suppliers in a business context.,numeric,nominal,0.305003,0.222222,0.075348,0
customer.c_name,customer.c_address,customer,customer,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",nominal,nominal,0.091023,0.333333,0.109661,1
customer.c_name,customer.c_nationkey,customer,customer,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",nominal,numeric,0.260835,0.454545,0.143543,1
customer.c_name,customer.c_phone,customer,customer,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",nominal,nominal,0.020971,0.428571,0.119044,1
customer.c_name,customer.c_acctbal,customer,customer,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",nominal,numeric,0.317271,0.222222,0.126872,1
customer.c_name,customer.c_mktsegment,customer,customer,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",nominal,nominal,0.068636,0.333333,0.169314,1
customer.c_name,customer.c_comment,customer,customer,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",nominal,nominal,0.437192,0.444444,0.111879,1
customer.c_name,lineitem.l_orderkey,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,numeric,0.22596,0.2,0.086633,0
customer.c_name,lineitem.l_partkey,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,numeric,0.26638,0.333333,0.082828,0
customer.c_name,lineitem.l_suppkey,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,numeric,0.229515,0.222222,0.085869,0
customer.c_name,lineitem.l_linenumber,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,numeric,0.22596,0.333333,0.079039,0
customer.c_name,lineitem.l_quantity,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,numeric,0.240193,0.2,0.078255,0
customer.c_name,lineitem.l_extendedprice,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,numeric,0.46858,0.2,0.058606,0
customer.c_name,lineitem.l_discount,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,numeric,0.207402,0.1,0.065119,0
customer.c_name,lineitem.l_tax,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,numeric,0.215639,0.333333,0.060808,0
customer.c_name,lineitem.l_returnflag,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,nominal,0.608482,0.166667,0.098654,0
customer.c_name,lineitem.l_linestatus,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,nominal,0.975509,0.25,0.08285,0
customer.c_name,lineitem.l_shipdate,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,nominal,0.055923,0.3,0.070114,0
customer.c_name,lineitem.l_commitdate,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,nominal,0.055923,0.25,0.064979,0
customer.c_name,lineitem.l_receiptdate,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,nominal,0.055923,0.230769,0.077153,0
customer.c_name,lineitem.l_shipinstruct,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,nominal,0.316999,0.142857,0.084627,0
customer.c_name,lineitem.l_shipmode,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,nominal,0.10488,0.3,0.091306,0
customer.c_name,lineitem.l_comment,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,nominal,0.082994,0.333333,0.062972,0
customer.c_name,nation.n_nationkey,customer,nation,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Represents geographical regions and their respective nations in a business context.,nominal,numeric,0.237238,0.363636,0.065875,0
customer.c_name,nation.n_name,customer,nation,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Represents geographical regions and their respective nations in a business context.,nominal,nominal,0.089683,0.833333,0.053033,0
customer.c_name,nation.n_regionkey,customer,nation,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Represents geographical regions and their respective nations in a business context.,nominal,numeric,0.237238,0.181818,0.068694,0
customer.c_name,nation.n_comment,customer,nation,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Represents geographical regions and their respective nations in a business context.,nominal,nominal,0.503922,0.333333,0.052719,0
customer.c_name,orders.o_orderkey,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",nominal,numeric,0.22596,0.2,0.099564,0
customer.c_name,orders.o_custkey,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",nominal,numeric,0.212322,0.222222,0.119962,0
customer.c_name,orders.o_orderstatus,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",nominal,nominal,0.608482,0.153846,0.090502,0
customer.c_name,orders.o_totalprice,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",nominal,numeric,1.566229,0.25,0.068866,0
customer.c_name,orders.o_orderdate,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",nominal,nominal,0.055923,0.272727,0.073522,0
customer.c_name,orders.o_orderpriority,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",nominal,nominal,0.089738,0.133333,0.08719,0
customer.c_name,orders.o_clerk,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",nominal,nominal,0.020971,0.142857,0.104654,0
customer.c_name,orders.o_shippriority,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",nominal,nominal,1.749877,0.071429,0.088398,0
customer.c_name,orders.o_comment,customer,orders,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks customer orders, including details such as status, total price, date, priority, and associated clerk.",nominal,nominal,0.295641,0.333333,0.073234,0
customer.c_name,part.p_partkey,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,nominal,numeric,0.22596,0.333333,0.074022,0
customer.c_name,part.p_name,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,nominal,nominal,0.126184,0.833333,0.049991,0
customer.c_name,part.p_mfgr,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,nominal,nominal,0.027961,0.166667,0.07483,0
customer.c_name,part.p_brand,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,nominal,nominal,0.069904,0.285714,0.073757,0
customer.c_name,part.p_type,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,nominal,nominal,0.023182,0.333333,0.06532,0
customer.c_name,part.p_size,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,nominal,numeric,0.20454,0.333333,0.076547,0
customer.c_name,part.p_container,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,nominal,nominal,0.082625,0.363636,0.072798,0
customer.c_name,part.p_retailprice,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,nominal,numeric,0.353321,0.230769,0.068751,0
customer.c_name,part.p_comment,customer,part,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about various products and their attributes in a retail supply chain.,nominal,nominal,0.034671,0.333333,0.068427,0
customer.c_name,partsupp.ps_partkey,customer,partsupp,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks relationships between parts and suppliers, including quantity available and supply cost.",nominal,numeric,0.22596,0.3,0.079344,0
customer.c_name,partsupp.ps_suppkey,customer,partsupp,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks relationships between parts and suppliers, including quantity available and supply cost.",nominal,numeric,0.293214,0.2,0.082371,0
customer.c_name,partsupp.ps_availqty,customer,partsupp,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks relationships between parts and suppliers, including quantity available and supply cost.",nominal,numeric,0.18796,0.181818,0.079357,0
customer.c_name,partsupp.ps_supplycost,customer,partsupp,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks relationships between parts and suppliers, including quantity available and supply cost.",nominal,numeric,0.218346,0.076923,0.073877,0
customer.c_name,partsupp.ps_comment,customer,partsupp,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Tracks relationships between parts and suppliers, including quantity available and supply cost.",nominal,nominal,0.973614,0.3,0.04549,0
customer.c_name,region.r_regionkey,customer,region,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Captures geographical regions and their associated names and comments in a business context.,nominal,numeric,0.237238,0.181818,0.070821,0
customer.c_name,region.r_name,customer,region,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Captures geographical regions and their associated names and comments in a business context.,nominal,nominal,0.095441,0.833333,0.059432,0
customer.c_name,region.r_comment,customer,region,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Captures geographical regions and their associated names and comments in a business context.,nominal,nominal,0.499559,0.333333,0.049789,0
customer.c_name,supplier.s_suppkey,customer,supplier,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about suppliers in a business context.,nominal,numeric,0.22596,0.222222,0.088339,0
customer.c_name,supplier.s_name,customer,supplier,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about suppliers in a business context.,nominal,nominal,0.0,0.833333,0.07265,0
customer.c_name,supplier.s_address,customer,supplier,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about suppliers in a business context.,nominal,nominal,0.084346,0.222222,0.063336,0
customer.c_name,supplier.s_nationkey,customer,supplier,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about suppliers in a business context.,nominal,numeric,0.20966,0.363636,0.077798,0
customer.c_name,supplier.s_phone,customer,supplier,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about suppliers in a business context.,nominal,nominal,0.020971,0.285714,0.090541,0
customer.c_name,supplier.s_acctbal,customer,supplier,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about suppliers in a business context.,nominal,numeric,0.162181,0.111111,0.092723,0
customer.c_name,supplier.s_comment,customer,supplier,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed information about suppliers in a business context.,nominal,nominal,0.203596,0.333333,0.065691,0
customer.c_address,customer.c_nationkey,customer,customer,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",nominal,numeric,0.236821,0.272727,0.114533,1
customer.c_address,customer.c_phone,customer,customer,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",nominal,nominal,0.090913,0.333333,0.094985,1
customer.c_address,customer.c_acctbal,customer,customer,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",nominal,numeric,0.293257,0.333333,0.101231,1
customer.c_address,customer.c_mktsegment,customer,customer,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",nominal,nominal,0.103177,0.25,0.135095,1
customer.c_address,customer.c_comment,customer,customer,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.","Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",nominal,nominal,0.395358,0.333333,0.089268,1
customer.c_address,lineitem.l_orderkey,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,numeric,0.201946,0.3,0.072904,0
customer.c_address,lineitem.l_partkey,customer,lineitem,"Captures customer details including name, address, phone, account balance, market segment, and comments for a business's client base.",Tracks detailed sales transactions for each order line item in a large retail environment.,nominal,numeric,0.242366,0.222222,0.070367,0
