col_i,col_j,table_i,table_j,P_stat,P_stat_norm,P_name,P_sem,Sim_attr,weight
StockGroups.ValidFrom,SupplierCategories.ValidFrom,StockGroups,SupplierCategories,0.0,0.0,1.0,0.049468,1.0,1.0
ColdRoomTemperatures.ValidTo,Customers.ValidTo,ColdRoomTemperatures,Customers,0.0,0.0,1.0,0.055272,1.0,1.0
CustomerTransactions.IsFinalized,SupplierTransactions.IsFinalized,CustomerTransactions,SupplierTransactions,0.0,0.0,1.0,0.092307,1.0,1.0
ColdRoomTemperatures.ValidTo,CustomerCategories.ValidTo,ColdRoomTemperatures,CustomerCategories,0.0,0.0,1.0,0.045634,1.0,1.0
StockGroups.ValidFrom,TransactionTypes.ValidFrom,StockGroups,TransactionTypes,0.0,0.0,1.0,0.042326,1.0,1.0
People.FaxNumber,Suppliers.FaxNumber,People,Suppliers,0.0,0.0,1.0,0.06066,1.0,1.0
CustomerTransactions.TransactionDate,SupplierTransactions.TransactionDate,CustomerTransactions,SupplierTransactions,0.0,0.0,1.0,0.0604,1.0,1.0
StockGroups.ValidTo,StockItems.ValidTo,StockGroups,StockItems,0.0,0.0,1.0,0.036799,1.0,1.0
Colors.LastEditedBy,PaymentMethods.LastEditedBy,Colors,PaymentMethods,0.0,0.0,1.0,0.067285,1.0,1.0
Customers.ValidTo,StockGroups.ValidTo,Customers,StockGroups,0.0,0.0,1.0,0.059956,1.0,1.0
Colors.LastEditedBy,StockGroups.LastEditedBy,Colors,StockGroups,0.0,0.0,1.0,0.100256,1.0,1.0
People.LastEditedBy,StockItems.LastEditedBy,People,StockItems,0.0,0.0,1.0,0.044253,1.0,1.0
Customers.ValidTo,StockItems.ValidTo,Customers,StockItems,0.0,0.0,1.0,0.049558,1.0,1.0
Customers.ValidTo,SupplierCategories.ValidTo,Customers,SupplierCategories,0.0,0.0,1.0,0.063124,1.0,1.0
Customers.ValidTo,Suppliers.ValidTo,Customers,Suppliers,0.0,0.0,1.0,0.054038,1.0,1.0
Customers.ValidTo,TransactionTypes.ValidTo,Customers,TransactionTypes,0.0,0.0,1.0,0.075117,1.0,1.0
StateProvinces.ValidTo,StockGroups.ValidTo,StateProvinces,StockGroups,0.0,0.0,1.0,0.031048,1.0,1.0
StateProvinces.ValidTo,StockItems.ValidTo,StateProvinces,StockItems,0.0,0.0,1.0,0.027489,1.0,1.0
Colors.LastEditedBy,CustomerCategories.LastEditedBy,Colors,CustomerCategories,0.0,0.0,1.0,0.08436,1.0,1.0
CustomerTransactions.InvoiceID,InvoiceLines.InvoiceID,CustomerTransactions,InvoiceLines,0.0,0.0,1.0,0.052148,1.0,1.0
StateProvinces.ValidTo,SupplierCategories.ValidTo,StateProvinces,SupplierCategories,0.0,0.0,1.0,0.032689,1.0,1.0
CustomerTransactions.InvoiceID,Invoices.InvoiceID,CustomerTransactions,Invoices,0.0,0.0,1.0,0.061318,1.0,1.0
StateProvinces.ValidTo,Suppliers.ValidTo,StateProvinces,Suppliers,0.0,0.0,1.0,0.027983,1.0,1.0
CustomerTransactions.InvoiceID,StockItemTransactions.InvoiceID,CustomerTransactions,StockItemTransactions,0.0,0.0,1.0,0.05061,1.0,1.0
StateProvinces.ValidTo,TransactionTypes.ValidTo,StateProvinces,TransactionTypes,0.0,0.0,1.0,0.038899,1.0,1.0
CustomerTransactions.PaymentMethodID,SupplierTransactions.PaymentMethodID,CustomerTransactions,SupplierTransactions,0.0,0.0,1.0,0.083028,1.0,1.0
People.Photo,StockItems.Photo,People,StockItems,0.0,0.0,1.0,0.047109,1.0,1.0
ColdRoomTemperatures.ValidTo,Colors.ValidTo,ColdRoomTemperatures,Colors,0.0,0.0,1.0,0.040305,1.0,1.0
StockGroups.ValidTo,SupplierCategories.ValidTo,StockGroups,SupplierCategories,0.0,0.0,1.0,0.038002,1.0,1.0
PackageTypes.ValidTo,TransactionTypes.ValidTo,PackageTypes,TransactionTypes,0.0,0.0,1.0,0.043682,1.0,1.0
StockItems.LastEditedBy,StockItemStockGroups.LastEditedBy,StockItems,StockItemStockGroups,0.0,0.0,1.0,0.0456,1.0,1.0
Cities.ValidTo,StockGroups.ValidTo,Cities,StockGroups,0.0,0.0,1.0,0.038494,1.0,1.0
StockItems.StockItemID,StockItemStockGroups.StockItemID,StockItems,StockItemStockGroups,0.0,0.0,1.0,0.083275,1.0,1.0
Cities.ValidTo,StateProvinces.ValidTo,Cities,StateProvinces,0.0,0.0,1.0,0.074727,1.0,1.0
Cities.ValidTo,People.ValidTo,Cities,People,0.0,0.0,1.0,0.035728,1.0,1.0
Cities.ValidTo,PaymentMethods.ValidTo,Cities,PaymentMethods,0.0,0.0,1.0,0.044226,1.0,1.0
Cities.ValidTo,PackageTypes.ValidTo,Cities,PackageTypes,0.0,0.0,1.0,0.035399,1.0,1.0
Cities.ValidTo,DeliveryMethods.ValidTo,Cities,DeliveryMethods,0.0,0.0,1.0,0.046836,1.0,1.0
Cities.ValidTo,Customers.ValidTo,Cities,Customers,0.0,0.0,1.0,0.04613,1.0,1.0
Cities.ValidTo,CustomerCategories.ValidTo,Cities,CustomerCategories,0.0,0.0,1.0,0.038086,1.0,1.0
Cities.ValidTo,StockItems.ValidTo,Cities,StockItems,0.0,0.0,1.0,0.036803,1.0,1.0
CustomerTransactions.LastEditedWhen,PurchaseOrderLines.LastEditedWhen,CustomerTransactions,PurchaseOrderLines,0.0,0.0,1.0,0.042248,1.0,1.0
Cities.ValidTo,Colors.ValidTo,Cities,Colors,0.0,0.0,1.0,0.026187,1.0,1.0
PaymentMethods.LastEditedBy,StockGroups.LastEditedBy,PaymentMethods,StockGroups,0.0,0.0,1.0,0.05302,1.0,1.0
Cities.ValidTo,ColdRoomTemperatures.ValidTo,Cities,ColdRoomTemperatures,0.0,0.0,1.0,0.034582,1.0,1.0
StockItems.LastEditedBy,Suppliers.LastEditedBy,StockItems,Suppliers,0.0,0.0,1.0,0.046833,1.0,1.0
CustomerTransactions.LastEditedWhen,PurchaseOrders.LastEditedWhen,CustomerTransactions,PurchaseOrders,0.0,0.0,1.0,0.048478,1.0,1.0
CustomerTransactions.LastEditedWhen,StockItemStockGroups.LastEditedWhen,CustomerTransactions,StockItemStockGroups,0.0,0.0,1.0,0.036631,1.0,1.0
StockItems.LastEditedBy,SystemParameters.LastEditedBy,StockItems,SystemParameters,0.0,0.0,1.0,0.038337,1.0,1.0
CustomerTransactions.LastEditedWhen,Orders.LastEditedWhen,CustomerTransactions,Orders,0.0,0.0,1.0,0.047495,1.0,1.0
CustomerTransactions.LastEditedWhen,OrderLines.LastEditedWhen,CustomerTransactions,OrderLines,0.0,0.0,1.0,0.039692,1.0,1.0
PaymentMethods.ValidTo,Suppliers.ValidTo,PaymentMethods,Suppliers,0.0,0.0,1.0,0.037085,1.0,1.0
PaymentMethods.ValidTo,StateProvinces.ValidTo,PaymentMethods,StateProvinces,0.0,0.0,1.0,0.037496,1.0,1.0
StockGroups.ValidTo,Suppliers.ValidTo,StockGroups,Suppliers,0.0,0.0,1.0,0.034629,1.0,1.0
ColdRoomTemperatures.ValidFrom,Suppliers.ValidFrom,ColdRoomTemperatures,Suppliers,0.0,0.0,1.0,0.036977,1.0,1.0
StockGroups.ValidTo,TransactionTypes.ValidTo,StockGroups,TransactionTypes,0.0,0.0,1.0,0.042686,1.0,1.0
StockItemHoldings.StockItemID,StockItems.StockItemID,StockItemHoldings,StockItems,0.0,0.0,1.0,0.066749,1.0,1.0
PaymentMethods.ValidTo,SupplierCategories.ValidTo,PaymentMethods,SupplierCategories,0.0,0.0,1.0,0.043321,1.0,1.0
StockItemHoldings.StockItemID,StockItemStockGroups.StockItemID,StockItemHoldings,StockItemStockGroups,0.0,0.0,1.0,0.083043,1.0,1.0
PaymentMethods.ValidTo,StockItems.ValidTo,PaymentMethods,StockItems,0.0,0.0,1.0,0.034011,1.0,1.0
PaymentMethods.ValidTo,StockGroups.ValidTo,PaymentMethods,StockGroups,0.0,0.0,1.0,0.041147,1.0,1.0
ColdRoomTemperatures.ValidFrom,PackageTypes.ValidFrom,ColdRoomTemperatures,PackageTypes,0.0,0.0,1.0,0.036707,1.0,1.0
Cities.ValidTo,Suppliers.ValidTo,Cities,Suppliers,0.0,0.0,1.0,0.03357,1.0,1.0
PaymentMethods.ValidTo,People.ValidTo,PaymentMethods,People,0.0,0.0,1.0,0.048706,1.0,1.0
PaymentMethods.ValidFrom,TransactionTypes.ValidFrom,PaymentMethods,TransactionTypes,0.0,0.0,1.0,0.050778,1.0,1.0
PaymentMethods.ValidFrom,SupplierCategories.ValidFrom,PaymentMethods,SupplierCategories,0.0,0.0,1.0,0.051333,1.0,1.0
PaymentMethods.ValidFrom,StockGroups.ValidFrom,PaymentMethods,StockGroups,0.0,0.0,1.0,0.043901,1.0,1.0
PaymentMethods.LastEditedBy,TransactionTypes.LastEditedBy,PaymentMethods,TransactionTypes,0.0,0.0,1.0,0.059865,1.0,1.0
CustomerTransactions.LastEditedWhen,InvoiceLines.LastEditedWhen,CustomerTransactions,InvoiceLines,0.0,0.0,1.0,0.03497,1.0,1.0
Cities.ValidTo,TransactionTypes.ValidTo,Cities,TransactionTypes,0.0,0.0,1.0,0.049307,1.0,1.0
CustomerTransactions.LastEditedWhen,Invoices.LastEditedWhen,CustomerTransactions,Invoices,0.0,0.0,1.0,0.040415,1.0,1.0
People.LastEditedBy,StockItemStockGroups.LastEditedBy,People,StockItemStockGroups,0.0,0.0,1.0,0.045941,1.0,1.0
Customers.ValidTo,StateProvinces.ValidTo,Customers,StateProvinces,0.0,0.0,1.0,0.054637,1.0,1.0
StateProvinces.ValidFrom,StockItems.ValidFrom,StateProvinces,StockItems,0.0,0.0,1.0,0.039469,1.0,1.0
PurchaseOrderLines.LastEditedWhen,StockItemStockGroups.LastEditedWhen,PurchaseOrderLines,StockItemStockGroups,0.0,0.0,1.0,0.038647,1.0,1.0
CustomerCategories.ValidTo,SupplierCategories.ValidTo,CustomerCategories,SupplierCategories,0.0,0.0,1.0,0.052117,1.0,1.0
PurchaseOrders.PurchaseOrderID,SupplierTransactions.PurchaseOrderID,PurchaseOrders,SupplierTransactions,0.0,0.0,1.0,0.099159,1.0,1.0
CustomerCategories.ValidTo,Suppliers.ValidTo,CustomerCategories,Suppliers,0.0,0.0,1.0,0.044614,1.0,1.0
CustomerCategories.LastEditedBy,PaymentMethods.LastEditedBy,CustomerCategories,PaymentMethods,0.0,0.0,1.0,0.077951,1.0,1.0
PurchaseOrders.PurchaseOrderID,StockItemTransactions.PurchaseOrderID,PurchaseOrders,StockItemTransactions,0.0,0.0,1.0,0.095245,1.0,1.0
CustomerCategories.ValidTo,TransactionTypes.ValidTo,CustomerCategories,TransactionTypes,0.0,0.0,1.0,0.062018,1.0,1.0
PurchaseOrderLines.LastEditedWhen,SupplierTransactions.LastEditedWhen,PurchaseOrderLines,SupplierTransactions,0.0,0.0,1.0,0.029654,1.0,1.0
PurchaseOrderLines.LastEditedWhen,StockItemTransactions.LastEditedWhen,PurchaseOrderLines,StockItemTransactions,0.0,0.0,1.0,0.028254,1.0,1.0
PurchaseOrderLines.LastEditedWhen,PurchaseOrders.LastEditedWhen,PurchaseOrderLines,PurchaseOrders,0.0,0.0,1.0,0.034415,1.0,1.0
PurchaseOrders.SupplierID,StockItemTransactions.SupplierID,PurchaseOrders,StockItemTransactions,0.0,0.0,1.0,0.072236,1.0,1.0
Customers.BuyingGroupID,SpecialDeals.BuyingGroupID,Customers,SpecialDeals,0.0,0.0,1.0,0.150709,1.0,1.0
Customers.DeliveryMethodID,Invoices.DeliveryMethodID,Customers,Invoices,0.0,0.0,1.0,0.096435,1.0,1.0
PurchaseOrderLines.LastEditedBy,PurchaseOrders.LastEditedBy,PurchaseOrderLines,PurchaseOrders,0.0,0.0,1.0,0.060667,1.0,1.0
Colors.ValidTo,TransactionTypes.ValidTo,Colors,TransactionTypes,0.0,0.0,1.0,0.056283,1.0,1.0
Colors.ValidTo,Suppliers.ValidTo,Colors,Suppliers,0.0,0.0,1.0,0.034248,1.0,1.0
Customers.PhoneNumber,People.PhoneNumber,Customers,People,0.0,0.0,1.0,0.086403,1.0,1.0
Colors.ValidTo,SupplierCategories.ValidTo,Colors,SupplierCategories,0.0,0.0,1.0,0.050737,1.0,1.0
Customers.PhoneNumber,Suppliers.PhoneNumber,Customers,Suppliers,0.0,0.0,1.0,0.087315,1.0,1.0
CustomerCategories.ValidTo,StockItems.ValidTo,CustomerCategories,StockItems,0.0,0.0,1.0,0.040916,1.0,1.0
CustomerCategories.ValidTo,StockGroups.ValidTo,CustomerCategories,StockGroups,0.0,0.0,1.0,0.049501,1.0,1.0
Customers.ValidTo,People.ValidTo,Customers,People,0.0,0.0,1.0,0.070972,1.0,1.0
CustomerCategories.ValidTo,PackageTypes.ValidTo,CustomerCategories,PackageTypes,0.0,0.0,1.0,0.050655,1.0,1.0
CustomerCategories.ValidFrom,StockGroups.ValidFrom,CustomerCategories,StockGroups,0.0,0.0,1.0,0.057455,1.0,1.0
CustomerCategories.ValidFrom,SupplierCategories.ValidFrom,CustomerCategories,SupplierCategories,0.0,0.0,1.0,0.06718,1.0,1.0
CustomerCategories.ValidFrom,DeliveryMethods.ValidFrom,CustomerCategories,DeliveryMethods,0.0,0.0,1.0,0.06479,1.0,1.0
CustomerCategories.ValidFrom,TransactionTypes.ValidFrom,CustomerCategories,TransactionTypes,0.0,0.0,1.0,0.066454,1.0,1.0
CustomerCategories.ValidTo,Customers.ValidTo,CustomerCategories,Customers,0.0,0.0,1.0,0.087109,1.0,1.0
CustomerCategories.ValidTo,DeliveryMethods.ValidTo,CustomerCategories,DeliveryMethods,0.0,0.0,1.0,0.049297,1.0,1.0
CustomerCategories.LastEditedBy,TransactionTypes.LastEditedBy,CustomerCategories,TransactionTypes,0.0,0.0,1.0,0.08508,1.0,1.0
PurchaseOrders.InternalComments,StockItems.InternalComments,PurchaseOrders,StockItems,0.0,0.0,1.0,0.047856,1.0,1.0
PurchaseOrders.LastEditedWhen,StockItemStockGroups.LastEditedWhen,PurchaseOrders,StockItemStockGroups,0.0,0.0,1.0,0.037745,1.0,1.0
CustomerCategories.LastEditedBy,StockGroups.LastEditedBy,CustomerCategories,StockGroups,0.0,0.0,1.0,0.075352,1.0,1.0
PurchaseOrders.SupplierReference,Suppliers.SupplierReference,PurchaseOrders,Suppliers,1.8e-05,2.6209380919861907e-06,1.0,0.07061,1.0,1.0
CustomerCategories.ValidTo,PaymentMethods.ValidTo,CustomerCategories,PaymentMethods,0.0,0.0,1.0,0.059781,1.0,1.0
PurchaseOrders.LastEditedWhen,StockItemTransactions.LastEditedWhen,PurchaseOrders,StockItemTransactions,0.0,0.0,1.0,0.028474,1.0,1.0
PurchaseOrders.DeliveryMethodID,Suppliers.DeliveryMethodID,PurchaseOrders,Suppliers,0.0,0.0,1.0,0.06741,1.0,1.0
PurchaseOrders.LastEditedWhen,SupplierTransactions.LastEditedWhen,PurchaseOrders,SupplierTransactions,0.0,0.0,1.0,0.034027,1.0,1.0
CustomerCategories.ValidTo,People.ValidTo,CustomerCategories,People,0.0,0.0,1.0,0.058596,1.0,1.0
PurchaseOrders.SupplierID,SupplierTransactions.SupplierID,PurchaseOrders,SupplierTransactions,0.0,0.0,1.0,0.080533,1.0,1.0
CustomerCategories.ValidTo,StateProvinces.ValidTo,CustomerCategories,StateProvinces,0.0,0.0,1.0,0.045109,1.0,1.0
Colors.ValidTo,StockItems.ValidTo,Colors,StockItems,0.0,0.0,1.0,0.05236,1.0,1.0
Customers.FaxNumber,People.FaxNumber,Customers,People,0.0,0.0,1.0,0.075452,1.0,1.0
Colors.ValidTo,StockGroups.ValidTo,Colors,StockGroups,0.0,0.0,1.0,0.05812,1.0,1.0
Customers.ValidFrom,StockItems.ValidFrom,Customers,StockItems,0.0,0.0,1.0,0.050898,1.0,1.0
People.ValidTo,SupplierCategories.ValidTo,People,SupplierCategories,0.0,0.0,1.0,0.042462,1.0,1.0
Colors.ValidFrom,PaymentMethods.ValidFrom,Colors,PaymentMethods,0.0,0.0,1.0,0.047768,1.0,1.0
People.ValidTo,StockItems.ValidTo,People,StockItems,0.0,0.0,1.0,0.033336,1.0,1.0
People.ValidTo,StockGroups.ValidTo,People,StockGroups,0.0,0.0,1.0,0.040331,1.0,1.0
People.ValidTo,StateProvinces.ValidTo,People,StateProvinces,0.0,0.0,1.0,0.036753,1.0,1.0
Colors.ValidFrom,DeliveryMethods.ValidFrom,Colors,DeliveryMethods,0.0,0.0,1.0,0.052725,1.0,1.0
Customers.ValidFrom,People.ValidFrom,Customers,People,0.0,0.0,1.0,0.078501,1.0,1.0
Customers.ValidFrom,StateProvinces.ValidFrom,Customers,StateProvinces,0.0,0.0,1.0,0.059979,1.0,1.0
Colors.ValidFrom,CustomerCategories.ValidFrom,Colors,CustomerCategories,0.0,0.0,1.0,0.063253,1.0,1.0
Customers.FaxNumber,Suppliers.FaxNumber,Customers,Suppliers,0.0,0.0,1.0,0.07023,1.0,1.0
People.ValidFrom,StockItems.ValidFrom,People,StockItems,0.0,0.0,1.0,0.035701,1.0,1.0
Colors.LastEditedBy,TransactionTypes.LastEditedBy,Colors,TransactionTypes,0.0,0.0,1.0,0.081235,1.0,1.0
People.ValidFrom,StateProvinces.ValidFrom,People,StateProvinces,0.0,0.0,1.0,0.042178,1.0,1.0
People.LastEditedBy,SystemParameters.LastEditedBy,People,SystemParameters,0.0,0.0,1.0,0.040649,1.0,1.0
Customers.ValidTo,DeliveryMethods.ValidTo,Customers,DeliveryMethods,0.0,0.0,1.0,0.059709,1.0,1.0
Customers.ValidTo,PackageTypes.ValidTo,Customers,PackageTypes,0.0,0.0,1.0,0.061354,1.0,1.0
People.LastEditedBy,Suppliers.LastEditedBy,People,Suppliers,0.0,0.0,1.0,0.050608,1.0,1.0
Customers.ValidTo,PaymentMethods.ValidTo,Customers,PaymentMethods,0.0,0.0,1.0,0.072407,1.0,1.0
People.ValidTo,Suppliers.ValidTo,People,Suppliers,0.0,0.0,1.0,0.03635,1.0,1.0
People.ValidTo,TransactionTypes.ValidTo,People,TransactionTypes,0.0,0.0,1.0,0.050529,1.0,1.0
Customers.LastEditedBy,StateProvinces.LastEditedBy,Customers,StateProvinces,0.0,0.0,1.0,0.076713,1.0,1.0
PurchaseOrderLines.PurchaseOrderID,PurchaseOrders.PurchaseOrderID,PurchaseOrderLines,PurchaseOrders,0.0,0.0,1.0,0.105399,1.0,1.0
Colors.ValidTo,StateProvinces.ValidTo,Colors,StateProvinces,0.0,0.0,1.0,0.035136,1.0,1.0
Customers.DeliveryRun,Invoices.DeliveryRun,Customers,Invoices,0.0,0.0,1.0,0.088986,1.0,1.0
Colors.ValidTo,People.ValidTo,Colors,People,0.0,0.0,1.0,0.032993,1.0,1.0
Customers.RunPosition,Invoices.RunPosition,Customers,Invoices,0.0,0.0,1.0,0.08984,1.0,1.0
Colors.ValidTo,PaymentMethods.ValidTo,Colors,PaymentMethods,0.0,0.0,1.0,0.037192,1.0,1.0
Colors.ValidTo,PackageTypes.ValidTo,Colors,PackageTypes,0.0,0.0,1.0,0.063191,1.0,1.0
Colors.ValidTo,DeliveryMethods.ValidTo,Colors,DeliveryMethods,0.0,0.0,1.0,0.036206,1.0,1.0
Colors.ValidTo,Customers.ValidTo,Colors,Customers,0.0,0.0,1.0,0.049048,1.0,1.0
Customers.DeliveryLocation,Suppliers.DeliveryLocation,Customers,Suppliers,1.9e-05,2.7665457637632015e-06,1.0,0.039378,1.0,1.0
Colors.ValidTo,CustomerCategories.ValidTo,Colors,CustomerCategories,0.0,0.0,1.0,0.045111,1.0,1.0
Customers.PostalAddressLine1,Suppliers.PostalAddressLine1,Customers,Suppliers,1.1e-05,1.6016843895471164e-06,1.0,0.059027,1.0,1.0
Colors.ValidFrom,TransactionTypes.ValidFrom,Colors,TransactionTypes,0.0,0.0,1.0,0.059682,1.0,1.0
SpecialDeals.LastEditedWhen,SystemParameters.LastEditedWhen,SpecialDeals,SystemParameters,0.0,0.0,1.0,0.02578,1.0,1.0
Colors.ValidFrom,SupplierCategories.ValidFrom,Colors,SupplierCategories,0.0,0.0,1.0,0.073819,1.0,1.0
PurchaseOrderLines.PurchaseOrderID,SupplierTransactions.PurchaseOrderID,PurchaseOrderLines,SupplierTransactions,0.0,0.0,1.0,0.094684,1.0,1.0
PurchaseOrderLines.PurchaseOrderID,StockItemTransactions.PurchaseOrderID,PurchaseOrderLines,StockItemTransactions,0.0,0.0,1.0,0.090947,1.0,1.0
Colors.ValidFrom,StockGroups.ValidFrom,Colors,StockGroups,0.0,0.0,1.0,0.077529,1.0,1.0
CustomerTransactions.LastEditedWhen,StockItemTransactions.LastEditedWhen,CustomerTransactions,StockItemTransactions,0.0,0.0,1.0,0.038858,1.0,1.0
CustomerCategories.ValidFrom,PaymentMethods.ValidFrom,CustomerCategories,PaymentMethods,0.0,0.0,1.0,0.068928,1.0,1.0
PackageTypes.ValidTo,Suppliers.ValidTo,PackageTypes,Suppliers,0.0,0.0,1.0,0.031424,1.0,1.0
Orders.InternalComments,StockItems.InternalComments,Orders,StockItems,0.0,0.0,1.0,0.049441,1.0,1.0
SupplierCategories.ValidTo,TransactionTypes.ValidTo,SupplierCategories,TransactionTypes,0.0,0.0,1.0,0.044942,1.0,1.0
BuyingGroups.ValidTo,Cities.ValidTo,BuyingGroups,Cities,0.0,0.0,1.0,0.033167,1.0,1.0
BuyingGroups.BuyingGroupID,Customers.BuyingGroupID,BuyingGroups,Customers,0.0,0.0,1.0,0.178114,1.0,1.0
BuyingGroups.ValidFrom,Suppliers.ValidFrom,BuyingGroups,Suppliers,0.0,0.0,1.0,0.056438,1.0,1.0
InvoiceLines.LastEditedWhen,Invoices.LastEditedWhen,InvoiceLines,Invoices,0.0,0.0,1.0,0.021362,1.0,1.0
InvoiceLines.LastEditedWhen,OrderLines.LastEditedWhen,InvoiceLines,OrderLines,0.0,0.0,1.0,0.02098,1.0,1.0
InvoiceLines.LastEditedWhen,Orders.LastEditedWhen,InvoiceLines,Orders,0.0,0.0,1.0,0.025104,1.0,1.0
Orders.InternalComments,PurchaseOrders.InternalComments,Orders,PurchaseOrders,0.0,0.0,1.0,0.065441,1.0,1.0
SupplierCategories.ValidTo,Suppliers.ValidTo,SupplierCategories,Suppliers,0.0,0.0,1.0,0.03233,1.0,1.0
Orders.Comments,PurchaseOrders.Comments,Orders,PurchaseOrders,0.0,0.0,1.0,0.071101,1.0,1.0
InvoiceLines.LastEditedWhen,PurchaseOrderLines.LastEditedWhen,InvoiceLines,PurchaseOrderLines,0.0,0.0,1.0,0.025256,1.0,1.0
Orders.ExpectedDeliveryDate,PurchaseOrders.ExpectedDeliveryDate,Orders,PurchaseOrders,0.0,0.0,1.0,0.04682,1.0,1.0
InvoiceLines.LastEditedWhen,PurchaseOrders.LastEditedWhen,InvoiceLines,PurchaseOrders,0.0,0.0,1.0,0.025624,1.0,1.0
Orders.OrderDate,PurchaseOrders.OrderDate,Orders,PurchaseOrders,0.0,0.0,1.0,0.039082,1.0,1.0
Orders.CustomerID,StockItemTransactions.CustomerID,Orders,StockItemTransactions,0.0,0.0,1.0,0.138076,1.0,1.0
OrderLines.LastEditedWhen,SupplierTransactions.LastEditedWhen,OrderLines,SupplierTransactions,0.0,0.0,1.0,0.02786,1.0,1.0
BuyingGroups.ValidTo,ColdRoomTemperatures.ValidTo,BuyingGroups,ColdRoomTemperatures,0.0,0.0,1.0,0.03974,1.0,1.0
BuyingGroups.ValidTo,Colors.ValidTo,BuyingGroups,Colors,0.0,0.0,1.0,0.050925,1.0,1.0
BuyingGroups.ValidFrom,PackageTypes.ValidFrom,BuyingGroups,PackageTypes,0.0,0.0,1.0,0.053394,1.0,1.0
BuyingGroups.ValidTo,StockItems.ValidTo,BuyingGroups,StockItems,0.0,0.0,1.0,0.042921,1.0,1.0
InvoiceLines.Quantity,StockItemTransactions.Quantity,InvoiceLines,StockItemTransactions,0.0,0.0,1.0,0.046611,1.0,1.0
InvoiceLines.TaxRate,OrderLines.TaxRate,InvoiceLines,OrderLines,0.0,0.0,1.0,0.018765,1.0,1.0
InvoiceLines.TaxRate,StockItems.TaxRate,InvoiceLines,StockItems,0.0,0.0,1.0,0.017884,1.0,1.0
BuyingGroups.ValidTo,TransactionTypes.ValidTo,BuyingGroups,TransactionTypes,0.0,0.0,1.0,0.054008,1.0,1.0
BuyingGroups.ValidTo,Suppliers.ValidTo,BuyingGroups,Suppliers,0.0,0.0,1.0,0.04039,1.0,1.0
StockItemTransactions.LastEditedWhen,SupplierTransactions.LastEditedWhen,StockItemTransactions,SupplierTransactions,0.0,0.0,1.0,0.027275,1.0,1.0
BuyingGroups.ValidTo,SupplierCategories.ValidTo,BuyingGroups,SupplierCategories,0.0,0.0,1.0,0.045385,1.0,1.0
BuyingGroups.ValidTo,StockGroups.ValidTo,BuyingGroups,StockGroups,0.0,0.0,1.0,0.06397,1.0,1.0
SupplierCategories.ValidFrom,TransactionTypes.ValidFrom,SupplierCategories,TransactionTypes,0.0,0.0,1.0,0.04949,1.0,1.0
BuyingGroups.ValidTo,StateProvinces.ValidTo,BuyingGroups,StateProvinces,0.0,0.0,1.0,0.039283,1.0,1.0
BuyingGroups.ValidTo,People.ValidTo,BuyingGroups,People,0.0,0.0,1.0,0.051028,1.0,1.0
BuyingGroups.ValidTo,PaymentMethods.ValidTo,BuyingGroups,PaymentMethods,0.0,0.0,1.0,0.05206,1.0,1.0
